agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Albemarle Police Department,Local police department,49, , , , , ,Po Box 190, , ,Albemarle,NC,Stanly,28002, , , , ,37167,"Po Box 190, Albemarle, NC 28002",35.3481309,-80.1982494
Greenwood Police Department,Local police department,49, , , , , ,709 W Main Street, , ,Greenwood,SC,Greenwood,29648, , , , ,45047,"709 W Main Street, Greenwood, SC 29648",34.19,-82.16000000000001
Greenville Police Department,Local police department,49, , , , , ,Po Box 1109, , ,Greenville,TX,Hunt,75403, , , , ,48231,"Po Box 1109, Greenville, TX 75403",33.1390681,-96.10901299999999
Memphis International Airport Police,Special jurisdiction,49, , , , , ,"2491 Winchester Road, #113", , ,Memphis,TN,Shelby,38116, , , , ,47157,"2491 Winchester Road, #113, Memphis, TN 38116",35.0535941,-89.9908529
Stanly County Sheriff's Office,Sheriff's office,49, , , , , ,223 South 2Nd St, , ,Albemarle,NC,Stanly,28001, , , , ,37167,"223 South 2Nd St, Albemarle, NC 28001",35.3487934,-80.1974789
University of North Carolina - Chapel Hill Public Safety,Special jurisdiction,49, , , , , ,"Public Safety Bldg, Cb 1600", , ,Chapel Hill,NC,Orange,27599, , , , ,37135,"Public Safety Bldg, Cb 1600, Chapel Hill, NC 27599",35.905249,-79.0581498
Alvin Police Dept,Local police department,49, , , , , ,1500 S. Gordon St., , ,Alvin,TX,Brazoria,77511, , , , ,48039,"1500 S. Gordon St., Alvin, TX 77511",29.4109379,-95.24447740000001
Louisiana State University Health Sciences Center Police Dept,Special jurisdiction,49, , , , , ,Po Box 33932, , ,Shreveport,LA,Caddo,71130, , , , ,22017,"Po Box 33932, Shreveport, LA 71130",32.5251516,-93.7501789
North Carolina State University Dept. of Public Safety,Special jurisdiction,49, , , , , ,Box 7220, , ,Raleigh,NC,Wake,27695, , , , ,37183,"Box 7220, Raleigh, NC 27695",35.7850545,-78.68194489999999
Newberry County Sheriff's Office,Sheriff's office,48, , , , , ,Po Box 247,520 Wilson Rd, ,Newberry,SC,Newberry,29108, , , , ,45071,"Po Box 247, Newberry, SC 29108",34.2745833,-81.6187178
Polk County Sheriff's Office,Sheriff's office,48, , , , , ,Po Box 69, , ,Livingston,TX,Polk,77351, , , , ,48373,"Po Box 69, Livingston, TX 77351",30.7110216,-94.9330202
Conway Police Department,Local police department,48, , , , , ,Po Box 96, , ,Conway,SC,Horry,29528, , , , ,45051,"Po Box 96, Conway, SC 29528",33.84,-79.05
Cherokee County Sheriff's Office,Sheriff's office,48, , , , , ,111 N 5Th St, , ,Gaffney,SC,Cherokee,29340, , , , ,45021,"111 N 5Th St, Gaffney, SC 29340",35.0784427,-81.6344613
Cameron Parish Sheriff's Office,Sheriff's office,48, , , , , ,Po Box 1250, , ,Cameron,LA,Cameron,70631, , , , ,22023,"Po Box 1250, Cameron, LA 70631",29.79772119999999,-93.3251535
Beaufort County Sheriff's Office,Sheriff's office,48, , , , , ,2001 Duke St,PO Box 1758, ,Washington,NC,Beaufort,27889, , , , ,37013,"2001 Duke St, Washington, NC 27889",35.54655169999999,-77.0521742
Huntsville Police Department,Local police department,48, , , , , ,205 S Main Street, , ,Huntsville,TX,Walker,77340, , , , ,48471,"205 S Main Street, Huntsville, TX 77340",30.6875242,-95.4346682
Southlake Dept of Public Safety - Police,Local police department,48, , , , , ,2100 W. Southlake Blvd., , ,Southlake,TX,Tarrant,76092, , , , ,48439,"2100 W. Southlake Blvd., Southlake, TX 76092",32.9393541,-97.1841118
Houston Community College System,Special jurisdiction,48, , , , , ,3100 Main Room 4E 14, , ,Houston,TX,Harris,77002, , , , ,48201,"3100 Main Room 4E 14, Houston, TX 77002",29.7869086,-95.3675902
Dallas City Marshal''s Office,Constable/marshal,48, , , , , ,1600 Chestnut Street, , ,Dallas,TX,Dallas,75226, , , , ,48113,"1600 Chestnut Street, Dallas, TX 75226",32.7809091,-96.77704630000001
San Benito Police Department,Local police department,47, , , , , ,601 N. Oscar Williams Rd, , ,San Benito,TX,Cameron,78586, , , , ,48061,"601 N. Oscar Williams Rd, San Benito, TX 78586",26.1537694,-97.64434999999999
Howard County Sheriff's Office,Sheriff's office,47, , , , , ,1800 W Markland Ave, , ,Columbia,MD,Howard,21045, , , , ,24027,"1800 W Markland Ave, Columbia, MD 21045",39.2037144,-76.86104619999999
Lee County Sheriff's Office,Sheriff's office,47, , , , , ,Po Box 177, , ,Sanford,NC,Lee,27330, , , , ,37105,"Po Box 177, Sanford, NC 27330",35.555945,-79.1548533
Webster Police Department,Local police department,47, , , , , ,57 Thompson Road, , ,Webster,TX,Harris,77598, , , , ,48201,"57 Thompson Road, Webster, TX 77598",29.5377315,-95.1182645
Angelina County Sheriff's Office,Sheriff's office,46, , , , , ,2311 E Lufkin, , ,Lufkin,TX,Angelina,75901, , , , ,48005,"2311 E Lufkin, Lufkin, TX 75901",31.3376551,-94.69439
Natchitoches Police Department,Local police department,46, , , , , ,400 Amulet St., , ,Natchitoches,LA,Natchitoches,71457, , , , ,22069,"400 Amulet St., Natchitoches, LA 71457",31.758435,-93.09154889999999
Cumberland County Sheriff's Office,Sheriff's office,46, , , , , ,Po Box 56,166 Courthouse Square, ,Crossville,TN,Cumberland,38555, , , , ,47035,"Po Box 56, Crossville, TN 38555",35.9186133,-84.9609464
Jackson County Sheriff's Office,Sheriff's office,46, , , , , ,Po Box 98, , ,Sylva,NC,Jackson,28779, , , , ,37099,"Po Box 98, Sylva, NC 28779",35.3746077,-83.2133448
Lincoln Parish Sheriff's Office,Sheriff's office,46, , , , , ,Po Box 2070, , ,Ruston,LA,Lincoln,71270, , , , ,22061,"Po Box 2070, Ruston, LA 71270",32.5262454,-92.64898029999999
Aberdeen Police Department,Local police department,46, , , , , ,Po Box 190, , ,Aberdeen,MD,Harford,21001, , , , ,24025,"Po Box 190, Aberdeen, MD 21001",39.5095556,-76.16411970000001
Carteret County Sheriff's Office,Sheriff's office,46, , , , , ,304 Craven St,PO Box 239, ,Beaufort,NC,Carteret,28516, , , , ,37031,"304 Craven St, Beaufort, NC 28516",34.7194482,-76.6619365
Worcester County Sheriff's Office,Sheriff's office,46, , , , , ,One W Market St,"Room 1001,", ,Snow Hill,MD,Worcester,21863, , , , ,24047,"One W Market St, Snow Hill, MD 21863",38.1745402,-75.398187
Cambridge Police Department,Local police department,46, , , , , ,125 sixth street, , ,Cambridge,MD,Dorchester,21613, , , , ,24019,"125 sixth street, Cambridge, MD 21613",38.5632868,-76.0785791
Vance County Sheriff's Office,Sheriff's office,46, , , , , ,156 Church St Ste 004, , ,Henderson,NC,Vance,27536, , , , ,37181,"156 Church St Ste 004, Henderson, NC 27536",36.3294969,-78.4015185
Conroe I.S.D. Police Dept.,Special jurisdiction,46, , , , , ,205 E Pauline St, , ,Conroe,TX,Montgomery,77301, , , , ,48339,"205 E Pauline St, Conroe, TX 77301",30.3194287,-95.45401369999999
St. Martin Parish Sheriff's Office,Sheriff's office,45, , , , , ,Po Box 247, , ,Saint Martinville,LA,St. Martin,70582, , , , ,22099,"Po Box 247, Saint Martinville, LA 70582",30.1231441,-91.8294817
Eden Police Department,Local police department,45, , , , , ,308 B East Stadium Drive, , ,Eden,NC,Rockingham,27288, , , , ,37157,"308 B East Stadium Drive, Eden, NC 27288",36.508368,-79.71716500000001
Granville County Sheriff's Office,Sheriff's office,45, , , , , ,143 Williamsboro St, , ,Oxford,NC,Granville,27565, , , , ,37077,"143 Williamsboro St, Oxford, NC 27565",36.312525,-78.58784539999999
Kingsville Police Department,Local police department,45, , , , , ,P.O. Box 1458, , ,Kingsville,TX,Kleberg,78363, , , , ,48273,"P.O. Box 1458, Kingsville, TX 78363",27.5158689,-97.85610899999999
Kerr County Sheriff's Office,Sheriff's office,45, , , , , ,400 Clearwater Paseo, , ,Kerrville,TX,Kerr,78028, , , , ,48265,"400 Clearwater Paseo, Kerrville, TX 78028",30.0283494,-99.1256044
Grant Parish Sheriff's Office,Sheriff's office,45, , , , , ,Po Box 187, , ,Colfax,LA,Grant,71417, , , , ,22043,"Po Box 187, Colfax, LA 71417",31.5190623,-92.70681599999999
Stafford Police Department,Local police department,45, , , , , ,2702 South Main, , ,Stafford,TX,Fort Bend,77477, , , , ,48157,"2702 South Main, Stafford, TX 77477",29.6147604,-95.5554573
Dickson Police Department,Local police department,45, , , , , ,202 S. Main St., , ,Dickson,TN,Dickson,37055, , , , ,47043,"202 S. Main St., Dickson, TN 37055",36.0747232,-87.39108569999999
Hunt County Sheriff's Office,Sheriff's office,45, , , , , ,2801 Stuart St, , ,Greenville,TX,Hunt,75401, , , , ,48231,"2801 Stuart St, Greenville, TX 75401",33.1376368,-96.1047475
Denison Police Department,Local police department,45, , , , , ,108 W. Main St.,P. O. BOX 224, ,Denison,TX,Grayson,75020, , , , ,48181,"108 W. Main St., Denison, TX 75020",33.7549989,-96.5356422
Nacogdoches County Sheriff's Office,Sheriff's office,45, , , , , ,2306 Douglass Rd, , ,Nacogdoches,TX,Nacogdoches,75964, , , , ,48347,"2306 Douglass Rd, Nacogdoches, TX 75964",31.6123815,-94.680521
Bowie Police Department,Local police department,45, , , , , ,2614 Kenhill Drive, , ,Bowie,MD,Prince Georges,20715, , , , ,24033,"2614 Kenhill Drive, Bowie, MD 20715",38.96151010000001,-76.7412982
Harrison County Sheriff's Office,Sheriff's office,45, , , , , ,111 S 1St Ave, , ,Marshall,TX,Harrison,75670, , , , ,48203,"111 S 1St Ave, Marshall, TX 75670",32.5542035,-94.3570449
Cherokee Tribal Police Department,Local police department,45, , , , , ,PO Box 1330, , ,Cherokee,NC,Swain,28719, , , , ,37173,"PO Box 1330, Cherokee, NC 28719",35.4770574,-83.3205859
Kendall County Sheriff's Office,Sheriff's office,45, , , , , ,6 Staudt St, , ,Boerne,TX,Kendall,78006, , , , ,48259,"6 Staudt St, Boerne, TX 78006",29.8062467,-98.72291009999999
Davie County Sheriff's Office,Sheriff's office,45, , , , , ,140 S Main St, , ,Mocksville,NC,Davie,27028, , , , ,37059,"140 S Main St, Mocksville, NC 27028",35.8935206,-80.5614624
Gatlinburg Police Department,Local police department,45, , , , , ,P.O. Box 5, , ,Gatlinburg,TN,Sevier,37738, , , , ,47155,"P.O. Box 5, Gatlinburg, TN 37738",35.6806515,-83.6494
Greeneville Police Department,Local police department,45, , , , , ,200 N. College St., , ,Greeneville,TN,Greene,37745, , , , ,47059,"200 N. College St., Greeneville, TN 37745",36.1638249,-82.8281654
Dallas County Constable Pct. 2,Constable/marshal,45, , , , , ,140 N. Garland Ave, , ,Garland,TX,Dallas,75040, , , , ,48113,"140 N. Garland Ave, Garland, TX 75040",32.9131969,-96.6470255
El Mirage Police Department,Local police department,45, , , , , ,P.O. Box 26, , ,El Mirage,AZ,Maricopa,85335, , , , ,4013,"P.O. Box 26, El Mirage, AZ 85335",33.5994927,-112.3218553
Natchitoches Parish Sheriff's Office,Sheriff's office,45, , , , , ,Po Box 266,200 Church St, ,Natchitoches,LA,Natchitoches,71458, , , , ,22069,"Po Box 266, Natchitoches, LA 71458",31.76182309999999,-93.0882876
Tarrant County Hospital District Police Dept.,Special jurisdiction,45, , , , , ,1500 S. Main St., , ,Fort Worth,TX,Tarrant,76104, , , , ,48439,"1500 S. Main St., Fort Worth, TX 76104",32.7271611,-97.32703959999999
Denison City Marshal,Constable/marshal,45, , , , , ,500 West Chestnut, , ,Denison,TX,Grayson,75020, , , , ,48181,"500 West Chestnut, Denison, TX 75020",33.7542402,-96.54177020000002
Cornelius Police Department,Local police department,44, , , , , ,P.O. Pox 399, , ,Cornelius,NC,Mecklenburg,28031, , , , ,37119,"P.O. Pox 399, Cornelius, NC 28031",35.472468,-80.8875861
Schertz Police Department,Local police department,44, , , , , ,1404 Schertz Parkway, , ,Schertz,TX,Guadalupe,78154, , , , ,48187,"1404 Schertz Parkway, Schertz, TX 78154",29.5651533,-98.2701596
Watauga County Sheriff's Office,Sheriff's office,44, , , , , ,184 Hodges Gap Rd, , ,Boone,NC,Watauga,28607, , , , ,37189,"184 Hodges Gap Rd, Boone, NC 28607",36.2209115,-81.7068518
Macon County Sheriff's Office,Sheriff's office,44, , , , , ,1820 Lakeside Dr, , ,Franklin,NC,Macon,28734, , , , ,37113,"1820 Lakeside Dr, Franklin, NC 28734",35.1977752,-83.3718513
Lake Jackson Police Department,Local police department,44, , , , , ,5A Oak Drive, , ,Lake Jackson,TX,Brazoria,77566, , , , ,48039,"5A Oak Drive, Lake Jackson, TX 77566",29.0370899,-95.4491541
Robertson County Sheriff's Office,Sheriff's office,44, , , , , ,507 S Brown St, , ,Springfield,TN,Robertson,37172, , , , ,47147,"507 S Brown St, Springfield, TN 37172",36.5078713,-86.8807124
Clarendon County Sheriff's Office,Sheriff's office,44, , , , , ,Po Box 1289, , ,Manning,SC,Clarendon,29102, , , , ,45027,"Po Box 1289, Manning, SC 29102",33.6951627,-80.2109134
Reidsville Police Department,Local police department,44, , , , , ,220 W. Morehead Street, , ,Reidsville,NC,Rockingham,27320, , , , ,37157,"220 W. Morehead Street, Reidsville, NC 27320",36.3618974,-79.6649896
Zapata County Sheriff's Office,Sheriff's office,44, , , , , ,2311 Stop23A,7th Ave & Hidalgo Blvd, ,Zapata,TX,Zapata,78076, , , , ,48505,"2311 Stop23A, Zapata, TX 78076",26.9072605,-99.27142549999999
Chambers County Sheriff's Office,Sheriff's office,44, , , , , ,2 Lafayette St, , ,Anahuac,TX,Chambers,77514, , , , ,48071,"2 Lafayette St, Anahuac, TX 77514",29.7730001,-94.6826961
Lavergne Police Department,Local police department,44, , , , , ,5093 Murfreesboro Rd., , ,Lavergne,TN,Rutherford,37086, , , , ,47149,"5093 Murfreesboro Rd., Lavergne, TN 37086",36.022115,-86.5802677
Harker Heights Police Department,Local police department,44, , , , , ,402 Indian Trail, , ,Harker Heights,TX,Bell,76548, , , , ,48027,"402 Indian Trail, Harker Heights, TX 76548",31.0822607,-97.657884
Fairfield County Sheriff's Office,Sheriff's office,44, , , , , ,221 E Main St, , ,Winnsboro,SC,Fairfield,29180, , , , ,45039,"221 E Main St, Winnsboro, SC 29180",33.6310171,-82.2677003
Harbor Police - Port of New Orleans,Special jurisdiction,44, , , , , ,#1 Third St., , ,New Orleans,LA,Orleans,70130, , , , ,22071,"#1 Third St., New Orleans, LA 70130",29.9363572,-90.0876749
Katy Police Department,Local police department,43, , , , , ,5456 Franz Rd., , ,Katy,TX,Harris,77493, , , , ,48201,"5456 Franz Rd., Katy, TX 77493",29.8019296,-95.8196682
Hyattsville Police Department,Local police department,43, , , , , ,4310 Gallatin St., , ,Hyattsville,MD,Prince Georges,20781, , , , ,24033,"4310 Gallatin St., Hyattsville, MD 20781",38.9529556,-76.9418453
Santa Cruz County Sheriff's Office,Sheriff's office,43, , , , , ,1250 N Hohokam Dr,Box 1150, ,Nogales,AZ,Santa Cruz,85621, , , , ,4023,"1250 N Hohokam Dr, Nogales, AZ 85621",31.3553982,-110.9278601
Hood County Sheriff's Office,Sheriff's office,43, , , , , ,400 N. Gordon St., , ,Granbury,TX,Hood,76048, , , , ,48221,"400 N. Gordon St., Granbury, TX 76048",32.4488736,-97.7905758
Lawrence County Sheriff's Office,Sheriff's office,43, , , , , ,430 Court St, , ,Lawrenceburg,TN,Lawrence,38464, , , , ,47099,"430 Court St, Lawrenceburg, TN 38464",35.3208843,-87.5000082
Easley Police Department,Local police department,43, , , , , ,Po Box 466, , ,Easley,SC,Pickens,29641, , , , ,45077,"Po Box 466, Easley, SC 29641",34.83,-82.60000000000001
Mauldin Police Department,Local police department,43, , , , , ,Po Box 249, , ,Mauldin,SC,Greenville,29662, , , , ,45045,"Po Box 249, Mauldin, SC 29662",34.7817994,-82.3044871
Beaufort Police Department,Local police department,43, , , , , ,Po Box 268, , ,Beaufort,SC,Beaufort,29901, , , , ,45013,"Po Box 268, Beaufort, SC 29901",32.4336621,-80.67284560000002
Southern University and A & M College Police,Special jurisdiction,43, , , , , ,Southern University System, , ,Baton Rouge,LA,East Baton Rouge,70813, , , , ,22033,"Southern University System, Baton Rouge, LA 70813",30.52352,-91.19530999999999
Dallas County Constable Pct. 3,Constable/marshal,43, , , , , ,1411 W. Belt Line Road, , ,Richardson,TX,Dallas,75080, , , , ,48113,"1411 W. Belt Line Road, Richardson, TX 75080",32.950881,-96.766654
McAllen I.S.D. Police Dept.,Special jurisdiction,43, , , , , ,2000 N. 23Rd, , ,Mcallen,TX,Hidalgo,78501, , , , ,48215,"2000 N. 23Rd, Mcallen, TX 78501",26.223706,-98.2417125
Maverick County Sheriff's Office,Sheriff's office,42, , , , , ,"Rt 3, Box 1033, Hwy 57", , ,Eagle Pass,TX,Maverick,78852, , , , ,48323,"Rt 3, Box 1033, Hwy 57, Eagle Pass, TX 78852",28.7091433,-100.4995214
Millington Police Department,Local police department,42, , , , , ,7950 Memphis Avenue, , ,Millington,TN,Shelby,38053, , , , ,47157,"7950 Memphis Avenue, Millington, TN 38053",35.3433885,-89.86797969999999
San Patricio County Sheriff's Office,Sheriff's office,42, , , , , ,300 N Rachal St,PO Box 1382, ,Sinton,TX,San Patricio,78387, , , , ,48409,"300 N Rachal St, Sinton, TX 78387",28.0397965,-97.509633
La Salle Parish Sheriff's Office,Sheriff's office,42, , , , , ,Po Box 70, , ,Jena,LA,La Salle,71342, , , , ,22059,"Po Box 70, Jena, LA 71342",31.6832271,-92.1337448
Westminster Police Department,Local police department,42, , , , , ,"P.O. Box 300, 36 Locust St.", , ,Westminster,MD,Carroll,21158, , , , ,24013,"P.O. Box 300, 36 Locust St., Westminster, MD 21158",39.5759194,-76.9931
Hawkins County Sheriff's Office,Sheriff's office,42, , , , , ,150 E Washington St, , ,Rogersville,TN,Hawkins,37857, , , , ,47073,"150 E Washington St, Rogersville, TN 37857",36.4064916,-83.006222
Clayton Police Department,Local police department,42, , , , , ,227 S Central Ave, , ,Clayton,NC,Johnston,27520, , , , ,37101,"227 S Central Ave, Clayton, NC 27520",35.650711,-78.4563914
Dallas County Constable Pct. 5,Constable/marshal,42, , , , , ,410 S. Beckley,410 S. Beckley, ,Dallas,TX,Dallas,75203, , , , ,48113,"410 S. Beckley, Dallas, TX 75203",32.7423999,-96.8226622
Sahuarita Police Dept,Local police department,42, , , , , ,315 W. Sahuarita Center Way, , ,Sahuarita,AZ,Pima,85629, , , , ,4019,"315 W. Sahuarita Center Way, Sahuarita, AZ 85629",31.9563724,-110.9749478
Lone Star College System Police Department,Special jurisdiction,42, , , , , ,5000 Research Forest Drive, , ,The Woodlands,TX,Montgomery,77381, , , , ,48339,"5000 Research Forest Drive, The Woodlands, TX 77381",30.1874018,-95.48804109999999
Montgomery County Sheriff's Office,Sheriff's office,42, , , , , ,Po Box 432,200 Clark Dr, ,Troy,NC,Montgomery,27371, , , , ,37123,"Po Box 432, Troy, NC 27371",35.3584743,-79.8944901
Mount Juliet Police Department,Local police department,41, , , , , ,P.O. Box 322, , ,Mount Juliet,TN,Wilson,37122, , , , ,47189,"P.O. Box 322, Mount Juliet, TN 37122",36.200055,-86.5186054
Jefferson County Sheriff's Office,Sheriff's office,41, , , , , ,16001 State Route 7, , ,Dandridge,TN,Jefferson,37725, , , , ,47089,"16001 State Route 7, Dandridge, TN 37725",36.0153693,-83.4148895
Sulphur Police Department,Local police department,41, , , , , ,Po Box 1309, , ,Sulphur,LA,Calcasieu,70664, , , , ,22019,"Po Box 1309, Sulphur, LA 70664",30.2317874,-93.3507801
Person County Sheriff's Office,Sheriff's office,41, , , , , ,Po Box 1156, , ,Roxboro,NC,Person,27573, , , , ,37145,"Po Box 1156, Roxboro, NC 27573",36.4094786,-78.9627624
Carter County Sheriff's Office,Sheriff's office,41, , , , , ,Po Box 323, , ,Elizabethton,TN,Carter,37643, , , , ,47019,"Po Box 323, Elizabethton, TN 37643",36.3485334,-82.2136251
Takoma Park Police Department,Local police department,41, , , , , ,7500 Maple Ave, , ,Takoma Park,MD,Montgomery,20912, , , , ,24031,"7500 Maple Ave, Takoma Park, MD 20912",38.9816012,-77.01047489999999
Seguin Police Department,Local police department,41, , , , , ,350 N. Guadalupe Street, , ,Seguin,TX,Guadalupe,78155, , , , ,48187,"350 N. Guadalupe Street, Seguin, TX 78155",29.5714634,-97.9698966
Westwego Police Department,Local police department,41, , , , , ,417 Ave A, , ,Westwego,LA,Jefferson,70094, , , , ,22051,"417 Ave A, Westwego, LA 70094",29.91147029999999,-90.143549
Crossville Police Department,Local police department,41, , , , , ,Post Office Box 100, , ,Crossville,TN,Cumberland,38555, , , , ,47035,"Post Office Box 100, Crossville, TN 38555",35.9186133,-84.9609464
Chesterfield County Sheriff's Office,Sheriff's office,41, , , , , ,Po Box 7,9500 Courthouse Rd, ,Chesterfield,SC,Chesterfield,29709, , , , ,45025,"Po Box 7, Chesterfield, SC 29709",34.7359889,-80.0881194
Shelbyville Police Department,Local police department,41, , , , , ,303 Main St., , ,Shelbyville,TN,Bedford,37160, , , , ,47003,"303 Main St., Shelbyville, TN 37160",35.4845644,-86.4600168
Smithfield Police Department,Local police department,41, , , , , ,215 Pleasant View Avenue, , ,Smithfield,NC,Johnston,27577, , , , ,37101,"215 Pleasant View Avenue, Smithfield, NC 27577",35.5084935,-78.3394455
Lexington Police Department,Local police department,41, , , , , ,1575 Massachusetts Avenue, , ,Lexington,SC,Lexington,29071, , , , ,45063,"1575 Massachusetts Avenue, Lexington, SC 29071",33.9815369,-81.2362107
Wylie Police Department,Local police department,41, , , , , ,2000 N.  Hwy 78, , ,Wylie,TX,Collin,75098, , , , ,48085,"2000 N.  Hwy 78, Wylie, TX 75098",33.024215,-96.5147068
Aldine I.S.D Police Dept.,Special jurisdiction,41, , , , , ,14910 Aldine-Meadows Road, , ,Houston,TX,Harris,77032, , , , ,48201,"14910 Aldine-Meadows Road, Houston, TX 77032",29.9349378,-95.361598
Pasquotank County Sheriff's Office,Sheriff's office,40, , , , , ,Po Box 587, , ,Elizabeth City,NC,Pasquotank,27907, , , , ,37139,"Po Box 587, Elizabeth City, NC 27907",36.3,-76.22
El Paso I.S.D. Police Dept.,Special jurisdiction,40, , , , , ,6531 Boeing Dr, , ,El Paso,TX,El Paso,79925, , , , ,48141,"6531 Boeing Dr, El Paso, TX 79925",31.7925182,-106.3986461
McDowell County Sheriff's Office,Sheriff's office,40, , , , , ,90 Wyoming St Ste 117, , ,Marion,NC,McDowell,28752, , , , ,37111,"90 Wyoming St Ste 117, Marion, NC 28752",35.6840131,-82.00927449999999
San Juan Police Department,Local police department,40, , , , , ,2301 N. Raul Longoria, , ,San Juan,TX,Hidalgo,78589, , , , ,48215,"2301 N. Raul Longoria, San Juan, TX 78589",26.2178708,-98.1500633
Bellaire Police Department,Local police department,40, , , , , ,5110 Jessamine St, , ,Bellaire,TX,Harris,77401, , , , ,48201,"5110 Jessamine St, Bellaire, TX 77401",29.7023011,-95.46878129999999
Benbrook Police Department,Local police department,40, , , , , ,1080 Mercedes, , ,Benbrook,TX,Tarrant,76126, , , , ,48439,"1080 Mercedes, Benbrook, TX 76126",32.6785105,-97.450768
Covington Police Department,Local police department,40, , , , , ,One Police Memorial Dr., , ,Covington,LA,St. Tammany,70434, , , , ,22103,"One Police Memorial Dr., Covington, LA 70434",30.4754702,-90.1009108
Big Spring Police Department,Local police department,40, , , , , ,400 E. 4Th St, , ,Big Springs,TX,Howard,79720, , , , ,48227,"400 E. 4Th St, Big Springs, TX 79720",32.2527709,-101.4725434
University Park Police Department,Local police department,40, , , , , ,6724 Baltimore Avenue, , ,University Park,TX,Dallas,75205, , , , ,48113,"6724 Baltimore Avenue, University Park, TX 75205",32.8498049,-96.79613979999999
Webster Parish Sheriff's Office,Sheriff's office,40, , , , , ,Po Box 877,410 Main St, ,Minden,LA,Webster,71058, , , , ,22119,"Po Box 877, Minden, LA 71058",32.6160847,-93.2886169
University of North Texas Police Department,Special jurisdiction,40, , , , , ,1700 Wilshire Street, , ,Denton,TX,Denton,76201, , , , ,48121,"1700 Wilshire Street, Denton, TX 76201",33.2061504,-97.1515766
Wharton County Sheriff's Office,Sheriff's office,40, , , , , ,Po Box 726,315 E Elm, ,Wharton,TX,Wharton,77488, , , , ,48481,"Po Box 726, Wharton, TX 77488",29.3116366,-96.1027371
Alcoa Police Department,Local police department,40, , , , , ,2020 N. Wright Road, , ,Alcoa,TN,Blount,37701, , , , ,47009,"2020 N. Wright Road, Alcoa, TN 37701",35.8087132,-83.97616239999999
Tomball Police Department,Local police department,40, , , , , ,400 Fannin St., , ,Tomball,TX,Harris,77375, , , , ,48201,"400 Fannin St., Tomball, TX 77375",30.0954719,-95.61666129999999
Warren County Sheriff's Office,Sheriff's office,40, , , , , ,121 N A St, , ,Mc Minnville,TN,Warren,37110, , , , ,47177,"121 N A St, Mc Minnville, TN 37110",35.6214097,-85.7256372
Towson University Police,Special jurisdiction,39, , , , , ,8000 York Road,Towson University Police, ,Baltimore,MD,Baltimore,21252, , , , ,24005,"8000 York Road, Baltimore, MD 21252",39.3948753,-76.6053422
Tullahoma Police Department,Local police department,39, , , , , ,P.O. Box 807, , ,Tullahoma,TN,Coffee,37388, , , , ,47031,"P.O. Box 807, Tullahoma, TN 37388",35.3620235,-86.20943419999999
Wichita County Sheriff's Office,Sheriff's office,39, , , , , ,Po Box 8466, , ,Wichita Falls,TX,Wichita,76307, , , , ,48485,"Po Box 8466, Wichita Falls, TX 76307",33.9099999,-98.49
Bowie County Sheriff's Office,Sheriff's office,39, , , , , ,100 N State Line Ave Box #18, , ,Texarkana,TX,Bowie,75501, , , , ,48037,"100 N State Line Ave Box #18, Texarkana, TX 75501",33.4208569,-94.0431833
Stokes County Sheriff's Office,Sheriff's office,39, , , , , ,Po Box 118, , ,Danbury,NC,Stokes,27016, , , , ,37169,"Po Box 118, Danbury, NC 27016",36.4093079,-80.2062143
Carrboro Police Department,Local police department,39, , , , , ,"100 N Greensboro St #514, Pob 829", , ,Carrboro,NC,Orange,27510, , , , ,37135,"100 N Greensboro St #514, Pob 829, Carrboro, NC 27510",35.9106535,-79.0719998
Anderson County Sheriff's Office,Sheriff's office,39, , , , , ,141 S Main St, , ,Palestine,TX,Anderson,75801, , , , ,48001,"141 S Main St, Palestine, TX 75801",31.7623877,-95.6310821
Laurinburg Police Department,Local police department,39, , , , , ,Po Box 909, , ,Laurinburg,NC,Scotland,28353, , , , ,37165,"Po Box 909, Laurinburg, NC 28353",34.77,-79.4599999
Rusk County Sheriff's Office,Sheriff's office,39, , , , , ,210 Charlevioux St, , ,Henderson,TX,Rusk,75652, , , , ,48401,"210 Charlevioux St, Henderson, TX 75652",32.1551923,-94.80047619999999
Alief I.S.D Police Dept.,Special jurisdiction,39, , , , , ,P. O. Box 68, , ,Alief,TX,Harris,77411, , , , ,48201,"P. O. Box 68, Alief, TX 77411",29.703739,-95.58787199999999
Dallas County Constable Pct. 4,Constable/marshal,39, , , , , ,630 W. Main St., , ,Grand Prairie,TX,Dallas,75050, , , , ,48113,"630 W. Main St., Grand Prairie, TX 75050",32.744308,-97.01173650000001
Holly Springs Public Safety,Local police department,38, , , , , ,Po Box 8, , ,Holly Springs,NC,Wake,27540, , , , ,37183,"Po Box 8, Holly Springs, NC 27540",35.6512655,-78.8336218
Springfield Police Department,Local police department,38, , , , , ,Po Box 31, , ,Springfield,TN,Robertson,37172, , , , ,47147,"Po Box 31, Springfield, TN 37172",36.5092118,-86.8849984
Saginaw Police Department,Local police department,38, , , , , ,505 West Mcleroy Blvd., , ,Saginaw,TX,Tarrant,76179, , , , ,48439,"505 West Mcleroy Blvd., Saginaw, TX 76179",32.8579638,-97.37185989999999
