agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Farmers Branch Police Department,Local police department,73, , , , , ,3723 Valley View Lane, , ,Farmers Branch,TX,Dallas,75244, , , , ,48113,"3723 Valley View Lane, Farmers Branch, TX 75244",32.9249264,-96.85453240000001
Haltom City Police Department,Local police department,72, , , , , ,5110 Broadway Ave, , ,Haltom City,TX,Tarrant,76117, , , , ,48439,"5110 Broadway Ave, Haltom City, TX 76117",32.8089836,-97.2722865
Cedar Park Police Department,Local police department,72, , , , , ,911 Quest Parkway, , ,Cedar Park,TX,Williamson,78613, , , , ,48491,"911 Quest Parkway, Cedar Park, TX 78613",30.5200695,-97.82523619999999
Yuma County Sheriff's Office,Sheriff's office,72, , , , , ,141 S 3Rd Ave, , ,Yuma,AZ,Yuma,85364, , , , ,4027,"141 S 3Rd Ave, Yuma, AZ 85364",32.7243355,-114.6228802
La Porte Police Department,Local police department,72, , , , , ,3001 North 23rd, , ,La Porte,TX,Harris,77571, , , , ,48201,"3001 North 23rd, La Porte, TX 77571",29.66614689999999,-95.04225729999999
Hurst Police Department,Local police department,72, , , , , ,1501 Precinct Line Rd., , ,Hurst,TX,Tarrant,76054, , , , ,48439,"1501 Precinct Line Rd., Hurst, TX 76054",32.8406578,-97.18820269999999
Orangeburg Public Safety,Local police department,72, , , , , ,Po Box 1425, , ,Orangeburg,SC,Orangeburg,29116, , , , ,45075,"Po Box 1425, Orangeburg, SC 29116",33.4899724,-80.85997619999999
North Myrtle Beach Public Safety,Local police department,72, , , , , ,1015 2Nd Avenue South, , ,N. Myrtle Beach,SC,Horry,29582, , , , ,45051,"1015 2Nd Avenue South, N. Myrtle Beach, SC 29582",33.8277319,-78.6853687
Prescott Police Department,Local police department,72, , , , , ,1601 Pine Street, , ,Prescott,AZ,Yavapai,86303, , , , ,4025,"1601 Pine Street, Prescott, AZ 86303",34.5136658,-112.48441
St. James Parish Sheriff's Office,Sheriff's office,71, , , , , ,Po Box 83,5800 LA Highway 44, ,Convent,LA,St. James,70723, , , , ,22093,"Po Box 83, Convent, LA 70723",30.0207933,-90.8300269
Eagle Pass Police Department,Local police department,71, , , , , ,100 South Monroe Street, , ,Eagle Pass,TX,Maverick,78852, , , , ,48323,"100 South Monroe Street, Eagle Pass, TX 78852",28.7054636,-100.5008759
Sabine Parish Sheriff's Office,Sheriff's office,71, , , , , ,Po Box 1440, , ,Many,LA,Sabine,71449, , , , ,22085,"Po Box 1440, Many, LA 71449",31.5687848,-93.4840645
Duplin County Sheriff's Office,Sheriff's office,71, , , , , ,Po Box 908, , ,Kenansville,NC,Duplin,28349, , , , ,37061,"Po Box 908, Kenansville, NC 28349",34.9623883,-77.9622069
Greenwood County Sheriff's Office,Sheriff's office,71, , , , , ,528 Edgefield St, , ,Greenwood,SC,Greenwood,29646, , , , ,45047,"528 Edgefield St, Greenwood, SC 29646",34.1874762,-82.16379959999999
San Antonio I.S.D. Police Dept.,Special jurisdiction,71, , , , , ,1702 N. Alamo, , ,San Antonio,TX,Bexar,78215, , , , ,48029,"1702 N. Alamo, San Antonio, TX 78215",29.4413275,-98.47580099999999
Lebanon Police Department,Local police department,70, , , , , ,40 E. Maple, , ,Lebanon,TN,Wilson,37087, , , , ,47189,"40 E. Maple, Lebanon, TN 37087",36.1985366,-86.2944185
Pflugerville Police Department,Local police department,70, , , , , ,1611 E. Pfennig Ln.,PO Box 679, ,Pflugerville,TX,Travis,78691, , , , ,48453,"1611 E. Pfennig Ln., Pflugerville, TX 78691",30.4512569,-97.6073881
Cookeville Police Department,Local police department,70, , , , , ,P.O. Box 849, , ,Cookeville,TN,Putnam,38503, , , , ,47141,"P.O. Box 849, Cookeville, TN 38503",36.16332999999999,-85.50542999999999
Shelby Police Department,Local police department,70, , , , , ,Post Office Box 43, , ,Shelby,NC,Cleveland,28151, , , , ,37045,"Post Office Box 43, Shelby, NC 28151",35.4164535,-81.6436207
Austin I.S.D. Police Department,Special jurisdiction,70, , , , , ,"1111 W 6Th St, C-120", , ,Austin,TX,Travis,78703, , , , ,48453,"1111 W 6Th St, C-120, Austin, TX 78703",30.2721831,-97.756345
Arizona State University Police Department,Special jurisdiction,70, , , , , ,P. O. Box 870804, , ,Tempe,AZ,Maricopa,85287, , , , ,4013,"P. O. Box 870804, Tempe, AZ 85287",33.418294,-111.9311925
Bastrop County Sheriff's Office,Sheriff's office,69, , , , , ,200 Jackson St, , ,Bastrop,TX,Bastrop,78602, , , , ,48021,"200 Jackson St, Bastrop, TX 78602",30.1015906,-97.3086258
Wilkes County Sheriff's Office,Sheriff's office,69, , , , , ,225 Andrew Dr, , ,Wilkesboro,NC,Wilkes,28697, , , , ,37193,"225 Andrew Dr, Wilkesboro, NC 28697",36.1161581,-81.1757784
Statesville Police Department,Local police department,69, , , , , ,Po Box 506, , ,Statesville,NC,Iredell,28687, , , , ,37097,"Po Box 506, Statesville, NC 28687",35.78,-80.89
Harris County Constable Pct. 6,Constable/marshal,69, , , , , ,333 Lockwood Trg. & Rectg., , ,Houston,TX,Harris,77011, , , , ,48201,"333 Lockwood Trg. & Rectg., Houston, TX 77011",29.7504227,-95.3248306
Craven County Sheriff's Office,Sheriff's office,68, , , , , ,Po Box 1027,411 Craven St, ,New Bern,NC,Craven,28563, , , , ,37049,"Po Box 1027, New Bern, NC 28563",35.1,-77.1
Randall County Sheriff's Office,Sheriff's office,68, , , , , ,9100 S Georgia St, , ,Amarillo,TX,Randall,79118, , , , ,48381,"9100 S Georgia St, Amarillo, TX 79118",35.115385,-101.8680283
Desoto Police Department,Local police department,68, , , , , ,17 Boyd Street, , ,Desoto,TX,Dallas,75115, , , , ,48113,"17 Boyd Street, Desoto, TX 75115",32.6459508,-96.8800863
Bristol Police Department,Local police department,68, , , , , ,501 Scott Street, , ,Bristol,TN,Sullivan,37620, , , , ,47163,"501 Scott Street, Bristol, TN 37620",36.5987939,-82.18168759999999
Maryland Department of General Services Police,Special jurisdiction,68, , , , , ,301 West Preston St, , ,Baltimore,MD,Baltimore City,21201, , , , ,24510,"301 West Preston St, Baltimore, MD 21201",39.301592,-76.62210139999999
Morganton Public Safety,Local police department,67, , , , , ,304 S. College Street, , ,Morganton,NC,Burke,28655, , , , ,37023,"304 S. College Street, Morganton, NC 28655",35.7412044,-81.68713350000002
Carroll County Sheriff's Office,Sheriff's office,67, , , , , ,Po Box 291, , ,Westminster,MD,Carroll,21157, , , , ,24013,"Po Box 291, Westminster, MD 21157",39.5691599,-76.99717179999999
Prescott Valley Police Department,Local police department,67, , , , , ,7601 East Civic Circle, , ,Prescott Valley,AZ,Yavapai,86314, , , , ,4025,"7601 East Civic Circle, Prescott Valley, AZ 86314",34.5950522,-112.3320073
Jefferson Davis Parish Sheriff's Office,Sheriff's office,67, , , , , ,Po Box 863, , ,Jennings,LA,Jefferson Davis,70546, , , , ,22053,"Po Box 863, Jennings, LA 70546",30.2478896,-92.6387795
South Carolina Bureau of Protective Services,Special jurisdiction,67, , , , , ,P.O. Box 1993, , ,Blythewood,SC,Richland,29016, , , , ,45079,"P.O. Box 1993, Blythewood, SC 29016",34.2143159,-80.97397699999999
San Antonio Airport Police,Special jurisdiction,66, , , , , ,9800 Airport Blvd,Dept of Aviation, ,San Antonio,TX,Bexar,78216, , , , ,48029,"9800 Airport Blvd, San Antonio, TX 78216",29.5264362,-98.4732642
Rockwall Police Department,Local police department,66, , , , , ,205 W. Rusk, , ,Rockwall,TX,Rockwall,75087, , , , ,48397,"205 W. Rusk, Rockwall, TX 75087",32.9310441,-96.46119189999999
Thomasville Police Department,Local police department,66, , , , , ,Po Box 1669, , ,Thomasville,NC,Davidson,27361, , , , ,37057,"Po Box 1669, Thomasville, NC 27361",35.88,-80.08000000000001
Cedar Hill Police Department,Local police department,66, , , , , ,285 Uptown Blvd., , ,Cedar Hill,TX,Dallas,75104, , , , ,48113,"285 Uptown Blvd., Cedar Hill, TX 75104",32.5929355,-96.9513946
Tohono O'Odham Tribal Police,Local police department,66, , , , , ,Po Box 189, , ,Sells,AZ,Pima,85634, , , , ,4019,"Po Box 189, Sells, AZ 85634",31.9120215,-111.881234
Madison County Sheriff's Office,Sheriff's office,66, , , , , ,405 Randle St, , ,Jackson,TN,Madison,38301, , , , ,47113,"405 Randle St, Jackson, TN 38301",35.5821649,-88.8455037
Orange County Sheriff's Office,Sheriff's office,65, , , , , ,Po Box 1468, , ,Orange,TX,Orange,77631, , , , ,48361,"Po Box 1468, Orange, TX 77631",30.09416749999999,-93.7331813
Franklin County Sheriff's Office,Sheriff's office,65, , , , , ,157 Lincoln Way E, , ,Louisburg,NC,Franklin,27549, , , , ,37069,"157 Lincoln Way E, Louisburg, NC 27549",36.0990393,-78.30110599999999
Kernersville Police Department,Local police department,65, , , , , ,Po Box 728, , ,Kernersville,NC,Forsyth,27285, , , , ,37067,"Po Box 728, Kernersville, NC 27285",36.12,-80.0699999
Gallatin Police Department,Local police department,65, , , , , ,112 E Grand, , ,Gallatin,TN,Sumner,37066, , , , ,47165,"112 E Grand, Gallatin, TN 37066",36.3883495,-86.4463751
Del Rio Police Department,Local police department,65, , , , , ,110 East Broadway, , ,Del Rio,TX,Val Verde,78840, , , , ,48465,"110 East Broadway, Del Rio, TX 78840",29.361865,-100.899276
Laurens County Sheriff's Office,Sheriff's office,65, , , , , ,Po Box 68,216 W Main St, ,Laurens,SC,Laurens,29360, , , , ,45059,"Po Box 68, Laurens, SC 29360",34.4990116,-82.0142597
Coconino County Sheriff's Office,Sheriff's office,64, , , , , ,911 E Sawmill Rd, , ,Flagstaff,AZ,Coconino,86001, , , , ,4005,"911 E Sawmill Rd, Flagstaff, AZ 86001",35.1881151,-111.6420445
Lexington Police Department,Local police department,64, , , , , ,1575 Massachusetts Avenue, , ,Lexington,NC,Davidson,27292, , , , ,37057,"1575 Massachusetts Avenue, Lexington, NC 27292",35.8240265,-80.2533838
Vernon Parish Sheriff's Office,Sheriff's office,64, , , , , ,Po Box 649,203 S Third St, ,Leesville,LA,Vernon,71496, , , , ,22115,"Po Box 649, Leesville, LA 71496",31.14,-93.25999999999999
Midland County Sheriff's Office,Sheriff's office,64, , , , , ,2727 Rodd St, , ,Midland,TX,Midland,79701, , , , ,48329,"2727 Rodd St, Midland, TX 79701",31.9973456,-102.0779146
Darlington County Sheriff's Office,Sheriff's office,64, , , , , ,Po Box 783, , ,Darlington,SC,Darlington,29540, , , , ,45031,"Po Box 783, Darlington, SC 29540",34.3003526,-79.8757116
Texas A & M University Police Dept.,Special jurisdiction,64, , , , , ,1231 Tamu, , ,College Station,TX,Brazos,77843, , , , ,48041,"1231 Tamu, College Station, TX 77843",30.6096445,-96.33959209999999
Rosenberg Police Department,Local police department,63, , , , , ,2120 4Th St., , ,Rosenberg,TX,Fort Bend,77471, , , , ,48157,"2120 4Th St., Rosenberg, TX 77471",29.545918,-95.806096
Currituck County Sheriff's Office,Sheriff's office,63, , , , , ,407 Maple Rd, , ,Maple,NC,Currituck,27956, , , , ,37053,"407 Maple Rd, Maple, NC 27956",36.3988007,-76.01912399999999
Beauregard Parish Sheriff's Office,Sheriff's office,63, , , , , ,Po Box 370, , ,Deridder,LA,Beauregard,70634, , , , ,22011,"Po Box 370, Deridder, LA 70634",30.8463055,-93.2890527
Colleton County Sheriff's Office,Sheriff's office,63, , , , , ,112 Miller St, , ,Walterboro,SC,Colleton,29488, , , , ,45029,"112 Miller St, Walterboro, SC 29488",32.901075,-80.659868
Sherman Police Department,Local police department,63, , , , , ,Post Office Box 397, , ,Sherman,TX,Grayson,75090, , , , ,48181,"Post Office Box 397, Sherman, TX 75090",33.6005808,-96.55698819999999
Lancaster Police Department,Local police department,63, , , , , ,25 Main Street, , ,Lancaster,TX,Dallas,75134, , , , ,48113,"25 Main Street, Lancaster, TX 75134",32.6472249,-96.71231949999999
Dare County Sheriff's Office,Sheriff's office,63, , , , , ,Po Box 757, , ,Manteo,NC,Dare,27954, , , , ,37055,"Po Box 757, Manteo, NC 27954",35.9082256,-75.67573019999999
Buckeye Police Department,Local police department,63, , , , , ,"100 North Apache, Suite D", , ,Buckeye,AZ,Maricopa,85326, , , , ,4013,"100 North Apache, Suite D, Buckeye, AZ 85326",33.3722826,-112.5726278
Medical University of South Carolina Public Safety,Special jurisdiction,62, , , , , ,Po Box 250859, , ,Charleston,SC,Charleston,29425, , , , ,45019,"Po Box 250859, Charleston, SC 29425",32.785895,-79.94794960000002
University of Maryland - Baltimore Police,Special jurisdiction,62, , , , , ,214 N Pine Street, , ,Baltimore,MD,Baltimore City,21201, , , , ,24510,"214 N Pine Street, Baltimore, MD 21201",39.2917793,-76.6272335
Louisiana State University Police Department,Special jurisdiction,62, , , , , ,Public Safety Building, , ,Baton Rouge,LA,East Baton Rouge,70803, , , , ,22033,"Public Safety Building, Baton Rouge, LA 70803",30.41,-91.17999999999999
Nashville Metro Airport Police Department,Special jurisdiction,61, , , , , ,"1 Terminal Drive, Suite 501", , ,Nashville,TN,Davidson,37214, , , , ,47037,"1 Terminal Drive, Suite 501, Nashville, TN 37214",36.1314892,-86.66923369999999
Kershaw County Sheriff's Office,Sheriff's office,61, , , , , ,PO Box 70, , ,Lugoff,SC,Kershaw,29078, , , , ,45055,"PO Box 70, Lugoff, SC 29078",34.2273712,-80.6892486
Garner Police Department,Local police department,61, , , , , ,Po Box 446, , ,Garner,NC,Wake,27529, , , , ,37183,"Po Box 446, Garner, NC 27529",35.6544684,-78.5887951
Humble Police Department,Local police department,61, , , , , ,310 Bender Ave., , ,Humble,TX,Harris,77338, , , , ,48201,"310 Bender Ave., Humble, TX 77338",29.9993608,-95.26760349999999
East Feliciana Parish Sheriff's Office,Sheriff's office,61, , , , , ,Po Box 207, , ,Clinton,LA,East Feliciana,70722, , , , ,22037,"Po Box 207, Clinton, LA 70722",30.8657362,-91.01565939999999
Columbus County Sheriff's Office,Sheriff's office,60, , , , , ,Po Box 280, , ,Whiteville,NC,Columbus,28472, , , , ,37047,"Po Box 280, Whiteville, NC 28472",34.3387802,-78.7030721
Laurel Police Department,Local police department,60, , , , , ,350 Municipal Square, , ,Laurel,MD,Prince Georges,20707, , , , ,24033,"350 Municipal Square, Laurel, MD 20707",39.1060425,-76.844566
Navarro County Sheriff's Office,Sheriff's office,60, , , , , ,312 W 2Nd Ave, , ,Corsicana,TX,Navarro,75110, , , , ,48349,"312 W 2Nd Ave, Corsicana, TX 75110",32.0962389,-96.4688627
Addison Police Department,Local police department,60, , , , , ,P. O. Box 9010, , ,Addison,TX,Dallas,75001, , , , ,48113,"P. O. Box 9010, Addison, TX 75001",32.9654778,-96.8297403
Nueces County Sheriff's Office,Sheriff's office,60, , , , , ,901 Leopard St,PO Box 1940, ,Corpus Christi,TX,Nueces,78401, , , , ,48355,"901 Leopard St, Corpus Christi, TX 78401",27.7949362,-97.40038469999999
Iberville Parish Sheriff's Office,Sheriff's office,60, , , , , ,Po Box 231,58050 Meriam St, ,Plaquemine,LA,Iberville,70765, , , , ,22047,"Po Box 231, Plaquemine, LA 70765",30.29,-91.22999999999999
Nogales Police Department,Local police department,60, , , , , ,777 North Grande Avenue, , ,Nogales,AZ,Santa Cruz,85621, , , , ,4023,"777 North Grande Avenue, Nogales, AZ 85621",31.3455127,-110.9314066
McMinn County Sheriff's Office,Sheriff's office,60, , , , , ,1319 S White St,PO Box 649, ,Athens,TN,McMinn,37303, , , , ,47107,"1319 S White St, Athens, TN 37303",35.4224034,-84.5825629
Sierra Vista Police Department,Local police department,60, , , , , ,911 North Coronado Drive, , ,Sierra Vista,AZ,Cochise,85635, , , , ,4003,"911 North Coronado Drive, Sierra Vista, AZ 85635",31.5642947,-110.2735029
Coppell Police Department,Local police department,59, , , , , ,130 Town Center Blvd., , ,Coppell,TX,Dallas,75019, , , , ,48113,"130 Town Center Blvd., Coppell, TX 75019",32.9746813,-96.9919139
Nacogdoches Police Department,Local police department,59, , , , , ,Po Box 635030, , ,Nacogdoches,TX,Nacogdoches,75963, , , , ,48347,"Po Box 635030, Nacogdoches, TX 75963",31.60323,-94.65507
Goose Creek Police Department,Local police department,59, , , , , ,Po Drawer 1768, , ,Goose Creek,SC,Berkeley,29445, , , , ,45015,"Po Drawer 1768, Goose Creek, SC 29445",33.0026132,-79.99759159999999
Fort Worth City Marshal''s Office,Constable/marshal,59, , , , , ,1000 Throckmorton St., , ,Fort Worth,TX,Tarrant,76102, , , , ,48439,"1000 Throckmorton St., Fort Worth, TX 76102",32.7496705,-97.3304845
Opelousas Police Department,Local police department,58, , , , , ,Po Box 1757, , ,Opelousas,LA,St. Landry,70571, , , , ,22097,"Po Box 1757, Opelousas, LA 70571",30.535195,-92.072237
Grayson County Sheriff's Office,Sheriff's office,58, , , , , ,200 S Crockett St, , ,Sherman,TX,Grayson,75090, , , , ,48181,"200 S Crockett St, Sherman, TX 75090",33.6343721,-96.6106282
Putnam County Sheriff's Office,Sheriff's office,58, , , , , ,13 Keightly Rd,PO Box 495, ,Cookeville,TN,Putnam,38501, , , , ,47141,"13 Keightly Rd, Cookeville, TN 38501",36.240078,-85.5247372
Halifax County Sheriff's Office,Sheriff's office,58, , , , , ,Po Box 36, , ,Halifax,NC,Halifax,27839, , , , ,37083,"Po Box 36, Halifax, NC 27839",36.328486,-77.5894199
Lenoir County Sheriff's Office,Sheriff's office,58, , , , , ,Po Box 3289, , ,Kinston,NC,Lenoir,28502, , , , ,37107,"Po Box 3289, Kinston, NC 28502",35.26,-77.58
Surry County Sheriff's Office,Sheriff's office,58, , , , , ,Po Box 827, , ,Dobson,NC,Surry,27017, , , , ,37171,"Po Box 827, Dobson, NC 27017",36.3956891,-80.722567
Tom Green County Sheriff's Office,Sheriff's office,58, , , , , ,222 W Harris Ave, , ,San Angelo,TX,Tom Green,76903, , , , ,48451,"222 W Harris Ave, San Angelo, TX 76903",31.4629815,-100.4416316
Maricopa Police Department,Local police department,58, , , , , ,Po Box 610, , ,Maricopa,AZ,Pinal,85239, , , , ,4021,"Po Box 610, Maricopa, AZ 85239",33.0581063,-112.0476423
Arizona State Parks - Law Enforcement,Special jurisdiction,58, , , , , ,1300 W Washington St, , ,Phoenix,AZ,Maricopa,85007, , , , ,4013,"1300 W Washington St, Phoenix, AZ 85007",33.4485321,-112.089862
Dickson County Sheriff's Office,Sheriff's office,57, , , , , ,Po Box 177, , ,Charlotte,TN,Dickson,37036, , , , ,47043,"Po Box 177, Charlotte, TN 37036",36.1772797,-87.33973189999999
Pineville Police Department,Local police department,57, , , , , ,Post Office Box 220, , ,Pineville,LA,Rapides,71360, , , , ,22079,"Post Office Box 220, Pineville, LA 71360",31.3224044,-92.4343035
Oak Ridge Police Department,Local police department,57, , , , , ,P.O. Box 1, , ,Oak Ridge,TN,Anderson,37831, , , , ,47001,"P.O. Box 1, Oak Ridge, TN 37831",35.9978822,-84.167516
Anderson County Sheriff's Office,Sheriff's office,57, , , , , ,141 S Main St, , ,Clinton,TN,Anderson,37716, , , , ,47001,"141 S Main St, Clinton, TN 37716",36.0985345,-84.13432879999999
Duncanville Police Department,Local police department,57, , , , , ,P. O. Box 380280,203 E. WHEATLAND, ,Duncanville,TX,Dallas,75116, , , , ,48113,"P. O. Box 380280, Duncanville, TX 75116",32.657579,-96.9155468
